author id,created_at,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
55055545,2022-02-18 23:59:59+00:00,1494824046260895756,es,1,0,0,2,HubSpot,"Cuando no se requiera pernoctar en el lugar de la comisión o cuando culmine en un día, se reconocerá por ese día el 50 % del valor fijado: @CNE_COLOMBIA https://t.co/J2MWkAhrA6"
1416567326749589506,2022-02-18 23:59:57+00:00,1494824038623236096,es,0,0,0,0,Twitter for Android,Las fuerzas armadas están corridas hasta los tuetanos de corrupción en su cupula dirigente. Eso tiene cambiar para bien de Colombia
38726762,2022-02-18 23:59:54+00:00,1494824025226465287,es,0,0,2,0,Twitter for Android,"@lauramafer2411 Ella en Colombia no era atractiva. Sabes que allá ella pasa normal.
Se que aquí se pasan pero una cosa no quita lo otro"
2507386844,2022-02-18 23:59:52+00:00,1494824015780798468,es,4,1,0,2,Twitter for Android,"@SARGENTOCHALA Hole Chala, mi pregunta es cuántos frentes de guerra tiene Colombia para contar con más de 100 generales en las fuerzas armadas, burocracia innecesaria que no presta ningún servicio al ciudadano y más bien es dilapidar el erario público.??"
320201533,2022-02-18 23:59:49+00:00,1494824002480660495,es,0,0,0,0,Twitter for Android,#LIGAFEMENINAxWIN Qué gran jugadora es Tatiana Ariza. La recuerdo mucho desde el Sudamericano Sub 17 que ganó Colombia en 2008.
589606730,2022-02-18 23:59:39+00:00,1494823962412527620,es,0,0,0,0,Twitter for Android,"Es que NO ES CUESTIÓN DE Q. LES SIRVA O NO. 
ES Q. LA JUSTICIA  COLOMBIANA ESTÁ PARCIALIZADA Y ES  ""DÉSPOTA E INFAME"".
UN PAIS SIN VERDADERA JUSTICIA ES UN PAÍS ARRODILLADO Y TIRANIZADO X LAS CORTES.
COLOMBIA ENTERA TIENE QUE LUCHAR CONTRA ESTA IGNOMINIA. https://t.co/LbL82YVWaF"
1415692177800376329,2022-02-18 23:59:35+00:00,1494823945308147716,es,0,0,0,0,Twitter for Android,@petrogustavo @ingrodolfohdez PRESIDENTE DE COLOMBIA 2022 2026. https://t.co/50GhdGIuqH
721516141,2022-02-18 23:59:35+00:00,1494823943437496323,es,0,0,0,0,Twitter Web App,"Ecuador, Colombia ahora Brasil https://t.co/Q0TQmmek2W"
1480319608213098496,2022-02-18 23:59:34+00:00,1494823939750731780,es,0,0,0,0,Twitter for Android,"@Margaritarosadf Pero ud no está pretendiendo ser presidente de Colombia, he ahí el detalle"
601404089,2022-02-18 23:59:33+00:00,1494823934755328004,es,1,0,0,0,Twitter for Android,"🔥🚨```CONJUNTO``🚨🔥

🚨 Tela drifit la mejor calidad del mercado  AAA‼️
🔥🔥🔥CALIDAD EXCLUSIVA EN COLOMBIA🔥🔥🔥
📣tallaje Reducido 🏅
tallas M,l,XL,XXL
🚨Calidad  Drifit QUALITY 1.1
#PorAmorALaCamiseta https://t.co/xGxb2qm71J"
