author id,created_at,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1043351352255160320,2022-02-15 23:59:59+00:00,1493736882106245120,es,0,0,0,0,Twitter for Android,"@JuanCar99077589 @elojodiestro @intiasprilla Y evidentemente uds los narcotraficantes de la Bacrim 'Colombia Humana' no piensan, ni siquiera notan la diferencia entre ""ósea"" y ""o sea""."
878530212,2022-02-15 23:59:56+00:00,1493736869108006912,es,0,0,0,0,Twitter for Android,@NairoQuinCo no tiene ni puta idea como es la vida de la mayoría de campesinos en Colombia. Miseria y humillación! https://t.co/8KGqPW9Ar7
2897938049,2022-02-15 23:59:56+00:00,1493736868755611649,es,0,0,0,0,Twitter for Android,@Enrique_GomezM  deje me  decirle con todo respeto usted es un hta pero lo dos buenos . Con los pantalones bien puestos el q nesecitamos para el Colombia. Usted me representa !!!
1464972833818398726,2022-02-15 23:59:54+00:00,1493736858999787521,es,0,0,0,0,Twitter for Android,@PizarroMariaJo @MovimientoMAIS @UP_Colombia @PoloDemocratico @petrogustavo @LevyRincon @AquinoTicias1 @Betocoralg @ColombiaHumana_ @somospactometa @PactoCol Cuantos delincuentes en un sola imagen
163165904,2022-02-15 23:59:54+00:00,1493736858769108992,es,1,0,0,0,Twitter for Android,"Mal día para el duquecito en el parlamento europeo. Le tocó quedarse calladito, creyó que ir de paseo por el mundo a nadie le iba importar lo que pasa en Colombia."
75925291,2022-02-15 23:59:48+00:00,1493736835918536704,es,0,0,0,0,Instagram,"Acaba de publicar una foto en Barranquilla, Atlantico, Colombia https://t.co/zhtQMk6MSV"
1215890605533990912,2022-02-15 23:59:48+00:00,1493736834840543234,es,0,0,0,0,Instagram,"Zapatilla Converse 
Talla:36 a la 39 Euro 

📦Envíos nacionales en Colombia https://t.co/hqgFO9ksbP"
193359374,2022-02-15 23:59:46+00:00,1493736826468769792,es,2,0,0,0,Twitter for iPhone,@IvanDuque @Europarl_ES Gracias presidente.Ha puesto a Colombia en un punto alto
1400566191387811852,2022-02-15 23:59:46+00:00,1493736826120675329,es,7,0,0,3,Twitter for iPhone,"“He vuelto a inscribir mi nombre para competir por la presidencia de Colombia, aquí estoy, otra vez, sin cansancio, como desde que empecé hace más de 20 años” #AquíEstoyPor @sergio_fajardo https://t.co/HfwECOIBt9"
108604055,2022-02-15 23:59:46+00:00,1493736825550213120,es,0,0,0,1,Twitter for Android,"Colombia| Solicitó a la  UE acelerar pago para ayudar a migrantes venezolanos
¿Detalles? Dale click ⬇️ https://t.co/F1FHVDWqnr"
241135651,2022-02-15 23:59:45+00:00,1493736824228831234,es,1,0,1,0,Twitter for Android,"@AlejoSe84110398 Alejandro, consultando con el área encargada, nos informan que en Colombia no hay Pfizer en presentación pediátrica. Si la niña fue vacunada con una dosis de Pfizer Pediátrica, la indicación del Ministerio de Salud es reiniciar esquema con Sinovac."
1110467436,2022-02-15 23:59:41+00:00,1493736804729557002,es,0,0,0,0,Twitter for Android,"@DdhhMesa 🎥🛑El Parlamento Europeo recibió al NARCODICTADOR GENOCIDA de #Colombia Iván Duque con las manos manchadas de SANGRE y no veo que @RevistaSemanadiga nada... Ni el resto de NARCOmedios vendidos.

HIPÓCRITAS!!!
#ParlamentoEuropeo https://t.co/srT8hyAJXN"
2577843611,2022-02-15 23:59:41+00:00,1493736804171894787,es,1,0,0,2,Twitter for Android,"@petrogustavo El que acabará con Chile y el que acabará con Colombia si es que gana ,bueno asi pierda también"
764071236322426880,2022-02-15 23:59:40+00:00,1493736799939833858,es,11,0,1,4,Twitter for Android,Cosas que llegan por WhatsApp y reflejan la justicia en Colombia. https://t.co/CrbtHkx1jE
1649280421,2022-02-15 23:59:39+00:00,1493736799310647296,es,0,0,0,0,Twitter for Android,@petrogustavo Ojalá que no regrese a Colombia
